* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
14949.829, 86.769, 107.669
14950.195, 86.774, 107.645
14950.562, 86.777, 107.622
14950.928, 86.779, 107.605
14951.294, 86.781, 107.592
14951.660, 86.785, 107.574
14952.026, 86.788, 107.546
14952.393, 86.789, 107.512
14952.759, 86.789, 107.478
14953.125, 86.788, 107.446
14953.491, 86.785, 107.417
14953.857, 86.780, 107.401
14954.224, 86.773, 107.413
14954.590, 86.768, 107.463
14954.956, 86.770, 107.540
14955.322, 86.782, 107.603
14955.688, 86.800, 107.609
14956.055, 86.817, 107.539
14956.421, 86.824, 107.418
14956.787, 86.819, 107.302
14957.153, 86.807, 107.245
14957.520, 86.795, 107.260
14957.886, 86.791, 107.317
14958.252, 86.797, 107.363
14958.618, 86.806, 107.361
14958.984, 86.812, 107.315
14959.351, 86.812, 107.258
14959.717, 86.807, 107.226
14960.083, 86.801, 107.233
14960.449, 86.799, 107.266
14960.815, 86.802, 107.297
14961.182, 86.809, 107.303
14961.548, 86.815, 107.281
14961.914, 86.818, 107.242
14962.280, 86.817, 107.205
14962.646, 86.814, 107.186
14963.013, 86.812, 107.191
14963.379, 86.812, 107.209
14963.745, 86.817, 107.221
14964.111, 86.823, 107.211
14964.478, 86.829, 107.175
14964.844, 86.831, 107.128
14965.210, 86.829, 107.092
14965.576, 86.826, 107.082
14965.942, 86.826, 107.095
14966.309, 86.830, 107.109
14966.675, 86.837, 107.102
14967.041, 86.843, 107.067
14967.407, 86.845, 107.019
14967.773, 86.843, 106.983
14968.140, 86.840, 106.974
14968.506, 86.839, 106.985
14968.872, 86.841, 106.996
14969.238, 86.845, 106.989
14969.604, 86.847, 106.967
14969.971, 86.846, 106.945
14970.337, 86.843, 106.942
14970.703, 86.841, 106.962
14971.069, 86.843, 106.989
14971.436, 86.848, 107.001
14971.802, 86.853, 106.987
14972.168, 86.856, 106.953
14972.534, 86.855, 106.922
14972.900, 86.851, 106.912
14973.267, 86.849, 106.924
14973.633, 86.851, 106.944
14973.999, 86.856, 106.952
14974.365, 86.862, 106.937
14974.731, 86.867, 106.903
14975.098, 86.869, 106.865
14975.464, 86.869, 106.836
14975.830, 86.870, 106.818
14976.196, 86.873, 106.803
14976.562, 86.876, 106.779
14976.929, 86.879, 106.744
14977.295, 86.880, 106.706
14977.661, 86.880, 106.675
14978.027, 86.878, 106.658
14978.394, 86.878, 106.654
14978.760, 86.879, 106.652
14979.126, 86.881, 106.644
14979.492, 86.883, 106.629
14979.858, 86.882, 106.616
14980.225, 86.881, 106.615
14980.591, 86.880, 106.631
14980.957, 86.882, 106.658
14981.323, 86.887, 106.678
14981.689, 86.895, 106.676
14982.056, 86.901, 106.647
14982.422, 86.903, 106.601
14982.788, 86.901, 106.559
14983.154, 86.896, 106.540
14983.521, 86.892, 106.551
14983.887, 86.890, 106.581
14984.253, 86.894, 106.608
14984.619, 86.900, 106.612
14984.985, 86.905, 106.588
14985.352, 86.908, 106.549
14985.718, 86.907, 106.515
14986.084, 86.905, 106.496
14986.450, 86.905, 106.490
14986.816, 86.906, 106.484
14987.183, 86.908, 106.470
14987.549, 86.909, 106.448
14987.915, 86.908, 106.433
14988.281, 86.907, 106.433
14988.647, 86.909, 106.444
14989.014, 86.914, 106.450
14989.380, 86.921, 106.431
14989.746, 86.926, 106.387
14990.112, 86.926, 106.333
14990.479, 86.923, 106.297
14990.845, 86.919, 106.291
14991.211, 86.917, 106.307
14991.577, 86.920, 106.320
14991.943, 86.924, 106.313
14992.310, 86.926, 106.289
14992.676, 86.925, 106.270
14993.042, 86.923, 106.274
14993.408, 86.925, 106.298
14993.774, 86.931, 106.315
14994.141, 86.941, 106.295
14994.507, 86.948, 106.236
14994.873, 86.948, 106.164
14995.239, 86.943, 106.117
14995.605, 86.937, 106.114
14995.972, 86.937, 106.137
14996.338, 86.942, 106.149
14996.704, 86.949, 106.123
14997.070, 86.952, 106.069
14997.437, 86.949, 106.025
14997.803, 86.944, 106.023
14998.169, 86.943, 106.060
14998.535, 86.950, 106.097
14998.901, 86.961, 106.091
14999.268, 86.971, 106.035
14999.634, 86.972, 105.958
15000.000, 86.967, 105.909
15000.366, 86.961, 105.908
15000.732, 86.960, 105.937
15001.099, 86.965, 105.954
15001.465, 86.970, 105.931
15001.831, 86.970, 105.883
15002.197, 86.963, 105.855
15002.563, 86.955, 105.881
15002.930, 86.952, 105.959
15003.296, 86.960, 106.042
15003.662, 86.976, 106.074
15004.028, 86.993, 106.031
15004.395, 87.003, 105.933
15004.761, 87.004, 105.825
15005.127, 86.998, 105.746
15005.493, 86.991, 105.709
15005.859, 86.985, 105.700
15006.226, 86.982, 105.699
15006.592, 86.980, 105.699
15006.958, 86.979, 105.705
15007.324, 86.980, 105.722
15007.690, 86.983, 105.744
15008.057, 86.990, 105.757
15008.423, 86.998, 105.748
15008.789, 87.005, 105.719
15009.155, 87.009, 105.682
15009.521, 87.011, 105.653
15009.888, 87.012, 105.634
15010.254, 87.014, 105.619
15010.620, 87.016, 105.601
15010.986, 87.017, 105.578
15011.353, 87.016, 105.562
15011.719, 87.013, 105.560
15012.085, 87.013, 105.572
15012.451, 87.014, 105.584
15012.817, 87.017, 105.583
15013.184, 87.018, 105.567
15013.550, 87.017, 105.549
15013.916, 87.014, 105.547
15014.282, 87.012, 105.569
15014.648, 87.014, 105.597
15015.015, 87.021, 105.605
15015.381, 87.028, 105.579
15015.747, 87.032, 105.528
15016.113, 87.030, 105.481
15016.479, 87.027, 105.464
15016.846, 87.027, 105.475
15017.212, 87.033, 105.483
15017.578, 87.043, 105.454
15017.944, 87.050, 105.380
15018.311, 87.049, 105.290
15018.677, 87.041, 105.231
15019.043, 87.031, 105.231
15019.409, 87.028, 105.279
15019.775, 87.033, 105.326
15020.142, 87.044, 105.329
15020.508, 87.054, 105.275
15020.874, 87.055, 105.197
15021.240, 87.048, 105.140
15021.606, 87.040, 105.135
15021.973, 87.035, 105.173
15022.339, 87.036, 105.217
15022.705, 87.043, 105.235
15023.071, 87.049, 105.216
15023.438, 87.052, 105.178
15023.804, 87.051, 105.142
15024.170, 87.049, 105.123
15024.536, 87.047, 105.119
15024.902, 87.047, 105.120
15025.269, 87.048, 105.122
15025.635, 87.050, 105.124
15026.001, 87.054, 105.125
15026.367, 87.060, 105.117
15026.733, 87.066, 105.092
15027.100, 87.071, 105.050
15027.466, 87.072, 105.005
15027.832, 87.071, 104.974
15028.198, 87.070, 104.970
15028.564, 87.072, 104.985
15028.931, 87.078, 104.995
15029.297, 87.086, 104.982
15029.663, 87.093, 104.941
15030.029, 87.096, 104.887
15030.396, 87.094, 104.844
15030.762, 87.090, 104.826
15031.128, 87.088, 104.833
15031.494, 87.088, 104.852
15031.860, 87.091, 104.868
15032.227, 87.095, 104.871
15032.593, 87.100, 104.858
15032.959, 87.103, 104.829
15033.325, 87.104, 104.791
15033.691, 87.101, 104.756
15034.058, 87.096, 104.740
15034.424, 87.090, 104.753
15034.790, 87.088, 104.792
15035.156, 87.092, 104.835
15035.522, 87.100, 104.855
15035.889, 87.111, 104.835
15036.255, 87.118, 104.782
15036.621, 87.121, 104.717
15036.987, 87.120, 104.666
15037.354, 87.118, 104.635
15037.720, 87.118, 104.615
15038.086, 87.119, 104.590
15038.452, 87.119, 104.557
15038.818, 87.117, 104.529
15039.185, 87.114, 104.522
15039.551, 87.113, 104.537
15039.917, 87.116, 104.558
15040.283, 87.123, 104.557
15040.649, 87.130, 104.524
15041.016, 87.133, 104.468
15041.382, 87.131, 104.418
15041.748, 87.125, 104.399
15042.114, 87.121, 104.411
15042.480, 87.121, 104.437
15042.847, 87.123, 104.453
15043.213, 87.127, 104.452
15043.579, 87.128, 104.445
15043.945, 87.129, 104.448
15044.312, 87.132, 104.461
15044.678, 87.138, 104.467
15045.044, 87.146, 104.447
15045.410, 87.152, 104.394
15045.776, 87.152, 104.332
15046.143, 87.147, 104.293
15046.509, 87.142, 104.298
15046.875, 87.142, 104.335
15047.241, 87.151, 104.361
15047.607, 87.165, 104.334
15047.974, 87.175, 104.244
15048.340, 87.176, 104.122
15048.706, 87.167, 104.024
15049.072, 87.153, 103.995
15049.438, 87.142, 104.039
15049.805, 87.142, 104.114
15050.171, 87.152, 104.163
15050.537, 87.165, 104.152
15050.903, 87.174, 104.088
15051.270, 87.174, 104.015
15051.636, 87.168, 103.978
15052.002, 87.163, 103.991
15052.368, 87.164, 104.032
15052.734, 87.170, 104.061
15053.101, 87.179, 104.052
15053.467, 87.184, 104.014
15053.833, 87.183, 103.979
15054.199, 87.179, 103.974
15054.565, 87.178, 104.003
15054.932, 87.182, 104.044
15055.298, 87.190, 104.061
15055.664, 87.200, 104.037
15056.030, 87.207, 103.977
15056.396, 87.207, 103.906
15056.763, 87.202, 103.853
15057.129, 87.194, 103.832
15057.495, 87.189, 103.839
15057.861, 87.186, 103.862
15058.228, 87.188, 103.882
15058.594, 87.192, 103.888
15058.960, 87.196, 103.875
15059.326, 87.200, 103.846
15059.692, 87.202, 103.810
15060.059, 87.203, 103.779
15060.425, 87.203, 103.759
15060.791, 87.204, 103.748
15061.157, 87.207, 103.737
15061.523, 87.212, 103.718
15061.890, 87.216, 103.686
15062.256, 87.219, 103.648
15062.622, 87.220, 103.613
15062.988, 87.220, 103.587
15063.354, 87.220, 103.572
15063.721, 87.221, 103.562
15064.087, 87.223, 103.555
15064.453, 87.226, 103.549
15064.819, 87.229, 103.543
15065.186, 87.232, 103.532
15065.552, 87.235, 103.513
15065.918, 87.237, 103.488
15066.284, 87.237, 103.465
15066.650, 87.235, 103.454
15067.017, 87.234, 103.461
15067.383, 87.236, 103.477
15067.749, 87.240, 103.487
15068.115, 87.246, 103.476
15068.481, 87.251, 103.443
15068.848, 87.253, 103.400
15069.214, 87.252, 103.361
15069.580, 87.249, 103.336
15069.946, 87.248, 103.323
15070.312, 87.247, 103.314
15070.679, 87.247, 103.308
15071.045, 87.248, 103.305
15071.411, 87.250, 103.303
15071.777, 87.255, 103.296
15072.144, 87.262, 103.268
15072.510, 87.267, 103.214
15072.876, 87.268, 103.144
15073.242, 87.264, 103.087
15073.608, 87.257, 103.066
15073.975, 87.252, 103.087
15074.341, 87.253, 103.129
15074.707, 87.261, 103.158
15075.073, 87.272, 103.147
15075.439, 87.281, 103.098
15075.806, 87.285, 103.032
15076.172, 87.285, 102.975
15076.538, 87.282, 102.943
15076.904, 87.280, 102.933
15077.271, 87.280, 102.935
15077.637, 87.282, 102.939
15078.003, 87.285, 102.939
15078.369, 87.289, 102.932
15078.735, 87.294, 102.914
15079.102, 87.298, 102.883
15079.468, 87.299, 102.844
15079.834, 87.298, 102.813
15080.200, 87.294, 102.804
15080.566, 87.292, 102.818
15080.933, 87.294, 102.843
15081.299, 87.299, 102.856
15081.665, 87.306, 102.844
15082.031, 87.310, 102.809
15082.397, 87.310, 102.770
15082.764, 87.308, 102.747
15083.130, 87.306, 102.746
15083.496, 87.305, 102.758
15083.862, 87.308, 102.766
15084.229, 87.311, 102.762
15084.595, 87.314, 102.747
15084.961, 87.316, 102.729
15085.327, 87.317, 102.714
15085.693, 87.318, 102.702
15086.060, 87.320, 102.687
15086.426, 87.322, 102.666
15086.792, 87.322, 102.640
15087.158, 87.322, 102.617
15087.524, 87.320, 102.604
15087.891, 87.320, 102.602
15088.257, 87.321, 102.604
15088.623, 87.325, 102.600
15088.989, 87.330, 102.577
15089.355, 87.334, 102.535
15089.722, 87.335, 102.482
15090.088, 87.331, 102.440
15090.454, 87.326, 102.427
15090.820, 87.323, 102.449
15091.187, 87.325, 102.491
15091.553, 87.334, 102.523
15091.919, 87.348, 102.514
15092.285, 87.360, 102.456
15092.651, 87.367, 102.368
15093.018, 87.366, 102.286
15093.384, 87.361, 102.241
15093.750, 87.358, 102.235
15094.116, 87.359, 102.247
15094.482, 87.365, 102.246
15094.849, 87.371, 102.214
15095.215, 87.374, 102.164
15095.581, 87.371, 102.123
15095.947, 87.366, 102.115
15096.313, 87.364, 102.142
15096.680, 87.367, 102.176
15097.046, 87.375, 102.188
15097.412, 87.383, 102.162
15097.778, 87.386, 102.111
15098.145, 87.384, 102.063
15098.511, 87.378, 102.046
15098.877, 87.374, 102.062
15099.243, 87.375, 102.092
15099.609, 87.381, 102.106
15099.976, 87.389, 102.083
15100.342, 87.394, 102.025
15100.708, 87.395, 101.952
15101.074, 87.390, 101.887
15101.440, 87.383, 101.845
15101.807, 87.375, 101.830
15102.173, 87.369, 101.838
15102.539, 87.365, 101.862
15102.905, 87.366, 101.895
15103.271, 87.371, 101.923
15103.638, 87.380, 101.931
15104.004, 87.390, 101.907
15104.370, 87.398, 101.849
15104.736, 87.401, 101.776
15105.103, 87.399, 101.714
15105.469, 87.394, 101.688
15105.835, 87.391, 101.702
15106.201, 87.393, 101.736
15106.567, 87.400, 101.762
15106.934, 87.411, 101.757
15107.300, 87.421, 101.717
15107.666, 87.426, 101.662
15108.032, 87.427, 101.613
15108.398, 87.426, 101.586
15108.765, 87.426, 101.576
15109.131, 87.428, 101.568
15109.497, 87.431, 101.551
15109.863, 87.432, 101.524
15110.229, 87.431, 101.500
15110.596, 87.429, 101.492
15110.962, 87.427, 101.502
15111.328, 87.428, 101.522
15111.694, 87.432, 101.535
15112.061, 87.437, 101.530
15112.427, 87.441, 101.506
15112.793, 87.443, 101.475
15113.159, 87.443, 101.451
15113.525, 87.443, 101.435
15113.892, 87.445, 101.425
15114.258, 87.447, 101.409
15114.624, 87.449, 101.383
15114.990, 87.451, 101.352
15115.356, 87.450, 101.325
15115.723, 87.450, 101.310
15116.089, 87.450, 101.305
15116.455, 87.453, 101.301
15116.821, 87.459, 101.286
15117.188, 87.465, 101.253
15117.554, 87.469, 101.200
15117.920, 87.471, 101.134
15118.286, 87.469, 101.067
15118.652, 87.463, 101.015
15119.019, 87.455, 100.993
15119.385, 87.447, 101.007
15119.751, 87.444, 101.051
15120.117, 87.446, 101.100
15120.483, 87.455, 101.130
15120.850, 87.465, 101.121
15121.216, 87.474, 101.077
15121.582, 87.478, 101.020
15121.948, 87.478, 100.971
15122.314, 87.477, 100.940
15122.681, 87.478, 100.919
15123.047, 87.480, 100.894
15123.413, 87.482, 100.856
15123.779, 87.480, 100.819
15124.146, 87.477, 100.801
15124.512, 87.474, 100.810
15124.878, 87.476, 100.837
15125.244, 87.482, 100.854
15125.610, 87.491, 100.844
15125.977, 87.498, 100.806
15126.343, 87.502, 100.761
15126.709, 87.503, 100.729
15127.075, 87.504, 100.718
15127.441, 87.508, 100.711
15127.808, 87.514, 100.689
15128.174, 87.519, 100.643
15128.540, 87.519, 100.588
15128.906, 87.515, 100.548
15129.272, 87.510, 100.541
15129.639, 87.508, 100.563
15130.005, 87.510, 100.589
15130.371, 87.516, 100.595
15130.737, 87.521, 100.572
15131.104, 87.524, 100.528
15131.470, 87.522, 100.486
15131.836, 87.518, 100.464
15132.202, 87.515, 100.468
15132.568, 87.514, 100.484
15132.935, 87.518, 100.495
15133.301, 87.523, 100.486
15133.667, 87.528, 100.453
15134.033, 87.531, 100.407
15134.399, 87.532, 100.360
15134.766, 87.531, 100.325
15135.132, 87.530, 100.303
15135.498, 87.531, 100.287
15135.864, 87.533, 100.268
15136.230, 87.536, 100.241
15136.597, 87.538, 100.210
15136.963, 87.539, 100.183
15137.329, 87.541, 100.165
15137.695, 87.544, 100.153
15138.062, 87.548, 100.137
15138.428, 87.553, 100.108
15138.794, 87.557, 100.068
15139.160, 87.558, 100.028
15139.526, 87.556, 100.002
15139.893, 87.555, 99.995
15140.259, 87.555, 100.005
15140.625, 87.557, 100.018
15140.991, 87.562, 100.021
15141.357, 87.568, 100.008
15141.724, 87.573, 99.978
15142.090, 87.575, 99.938
15142.456, 87.574, 99.899
15142.822, 87.571, 99.873
15143.188, 87.568, 99.864
15143.555, 87.567, 99.872
15143.921, 87.568, 99.886
15144.287, 87.573, 99.887
15144.653, 87.580, 99.862
15145.020, 87.584, 99.810
15145.386, 87.584, 99.750
15145.752, 87.579, 99.708
15146.118, 87.574, 99.700
15146.484, 87.573, 99.724
15146.851, 87.578, 99.752
15147.217, 87.587, 99.754
15147.583, 87.598, 99.716
15147.949, 87.604, 99.646
15148.315, 87.605, 99.575
15148.682, 87.602, 99.528
15149.048, 87.598, 99.516
15149.414, 87.598, 99.525
15149.780, 87.602, 99.531
15150.146, 87.607, 99.520
15150.513, 87.611, 99.492
15150.879, 87.613, 99.462
15151.245, 87.613, 99.441
15151.611, 87.614, 99.430
15151.978, 87.616, 99.420
15152.344, 87.619, 99.399
15152.710, 87.621, 99.366
15153.076, 87.621, 99.331
15153.442, 87.618, 99.303
15153.809, 87.616, 99.289
15154.175, 87.615, 99.281
15154.541, 87.615, 99.272
15154.907, 87.616, 99.259
15155.273, 87.616, 99.246
15155.640, 87.617, 99.237
15156.006, 87.620, 99.230
15156.372, 87.624, 99.215
15156.738, 87.629, 99.182
15157.104, 87.633, 99.130
15157.471, 87.632, 99.073
15157.837, 87.628, 99.033
15158.203, 87.624, 99.025
15158.569, 87.622, 99.046
15158.936, 87.625, 99.076
15159.302, 87.633, 99.088
15159.668, 87.642, 99.071
15160.034, 87.649, 99.030
15160.400, 87.652, 98.981
15160.767, 87.653, 98.942
15161.133, 87.653, 98.917
15161.499, 87.655, 98.899
15161.865, 87.657, 98.876
15162.231, 87.658, 98.847
15162.598, 87.658, 98.817
15162.964, 87.656, 98.800
15163.330, 87.654, 98.801
15163.696, 87.656, 98.815
15164.062, 87.661, 98.824
15164.429, 87.669, 98.808
15164.795, 87.676, 98.763
15165.161, 87.680, 98.697
15165.527, 87.679, 98.634
15165.894, 87.675, 98.592
15166.260, 87.672, 98.578
15166.626, 87.671, 98.580
15166.992, 87.674, 98.578
15167.358, 87.679, 98.560
15167.725, 87.682, 98.525
15168.091, 87.683, 98.488
15168.457, 87.682, 98.466
15168.823, 87.682, 98.464
15169.189, 87.685, 98.473
15169.556, 87.691, 98.469
15169.922, 87.699, 98.437
15170.288, 87.703, 98.378
15170.654, 87.702, 98.312
15171.021, 87.696, 98.269
15171.387, 87.689, 98.269
15171.753, 87.685, 98.307
15172.119, 87.688, 98.356
15172.485, 87.698, 98.378
15172.852, 87.709, 98.349
15173.218, 87.717, 98.278
15173.584, 87.716, 98.195
15173.950, 87.710, 98.138
15174.316, 87.702, 98.128
15174.683, 87.699, 98.154
15175.049, 87.701, 98.186
15175.415, 87.709, 98.192
15175.781, 87.717, 98.162
15176.147, 87.722, 98.106
15176.514, 87.723, 98.048
15176.880, 87.721, 98.007
15177.246, 87.718, 97.985
15177.612, 87.716, 97.975
15177.979, 87.716, 97.969
15178.345, 87.716, 97.965
15178.711, 87.716, 97.968
15179.077, 87.718, 97.977
15179.443, 87.722, 97.987
15179.810, 87.728, 97.985
15180.176, 87.734, 97.964
15180.542, 87.739, 97.926
15180.908, 87.742, 97.880
15181.274, 87.742, 97.840
15181.641, 87.742, 97.809
15182.007, 87.741, 97.786
15182.373, 87.741, 97.763
15182.739, 87.741, 97.742
15183.105, 87.741, 97.726
15183.472, 87.742, 97.720
15183.838, 87.745, 97.718
15184.204, 87.751, 97.708
15184.570, 87.759, 97.672
15184.937, 87.765, 97.607
15185.303, 87.767, 97.525
15185.669, 87.762, 97.453
15186.035, 87.754, 97.418
15186.401, 87.747, 97.428
15186.768, 87.746, 97.469
15187.134, 87.751, 97.511
15187.500, 87.761, 97.523
15187.866, 87.772, 97.495
15188.232, 87.779, 97.436
15188.599, 87.780, 97.373
15188.965, 87.778, 97.328
15189.331, 87.775, 97.310
15189.697, 87.775, 97.310
15190.063, 87.777, 97.310
15190.430, 87.781, 97.293
15190.796, 87.784, 97.258
15191.162, 87.784, 97.218
15191.528, 87.782, 97.189
15191.895, 87.779, 97.182
15192.261, 87.780, 97.189
15192.627, 87.784, 97.191
15192.993, 87.791, 97.169
15193.359, 87.797, 97.118
15193.726, 87.799, 97.054
15194.092, 87.797, 97.001
15194.458, 87.794, 96.972
15194.824, 87.794, 96.963
15195.190, 87.797, 96.953
15195.557, 87.802, 96.920
15195.923, 87.806, 96.862
15196.289, 87.804, 96.800
15196.655, 87.798, 96.764
15197.021, 87.792, 96.771
15197.388, 87.791, 96.809
15197.754, 87.798, 96.845
15198.120, 87.808, 96.844
15198.486, 87.818, 96.793
15198.853, 87.821, 96.715
15199.219, 87.816, 96.651
15199.585, 87.808, 96.631
15199.951, 87.801, 96.662
15200.317, 87.802, 96.716
15200.684, 87.810, 96.754
15201.050, 87.821, 96.751
15201.416, 87.830, 96.708
15201.782, 87.834, 96.651
15202.148, 87.834, 96.606
15202.515, 87.834, 96.582
15202.881, 87.837, 96.566
15203.247, 87.842, 96.535
15203.613, 87.846, 96.479
15203.979, 87.846, 96.411
15204.346, 87.840, 96.359
15204.712, 87.833, 96.349
15205.078, 87.829, 96.378
15205.444, 87.833, 96.420
15205.811, 87.842, 96.439
15206.177, 87.853, 96.413
15206.543, 87.861, 96.350
15206.909, 87.862, 96.276
15207.275, 87.859, 96.220
15207.642, 87.854, 96.195
15208.008, 87.850, 96.197
15208.374, 87.850, 96.209
15208.740, 87.853, 96.216
15209.106, 87.858, 96.210
15209.473, 87.863, 96.187
15209.839, 87.867, 96.148
15210.205, 87.870, 96.095
15210.571, 87.870, 96.035
15210.938, 87.867, 95.981
15211.304, 87.861, 95.947
15211.670, 87.856, 95.938
15212.036, 87.854, 95.950
15212.402, 87.856, 95.964
15212.769, 87.862, 95.962
15213.135, 87.869, 95.934
15213.501, 87.874, 95.884
15213.867, 87.876, 95.828
15214.233, 87.875, 95.783
15214.600, 87.873, 95.759
15214.966, 87.873, 95.753
15215.332, 87.876, 95.751
15215.698, 87.881, 95.739
15216.064, 87.887, 95.708
15216.431, 87.891, 95.667
15216.797, 87.892, 95.628
15217.163, 87.891, 95.605
15217.529, 87.892, 95.600
15217.896, 87.895, 95.601
15218.262, 87.901, 95.590
15218.628, 87.907, 95.557
15218.994, 87.911, 95.508
15219.360, 87.911, 95.456
15219.727, 87.909, 95.417
15220.093, 87.907, 95.396
15220.459, 87.905, 95.389
15220.825, 87.906, 95.386
15221.191, 87.907, 95.379
15221.558, 87.910, 95.366
15221.924, 87.914, 95.344
15222.290, 87.917, 95.312
15222.656, 87.919, 95.270
15223.022, 87.919, 95.226
15223.389, 87.917, 95.189
15223.755, 87.915, 95.168
15224.121, 87.914, 95.162
15224.487, 87.916, 95.160
15224.854, 87.920, 95.147
15225.220, 87.924, 95.119
15225.586, 87.927, 95.084
15225.952, 87.928, 95.055
15226.318, 87.929, 95.039
15226.685, 87.933, 95.027
15227.051, 87.939, 95.005
15227.417, 87.944, 94.964
15227.783, 87.948, 94.910
15228.149, 87.947, 94.862
15228.516, 87.945, 94.837
15228.882, 87.944, 94.833
15229.248, 87.947, 94.836
15229.614, 87.951, 94.831
15229.980, 87.956, 94.810
15230.347, 87.959, 94.783
15230.713, 87.961, 94.759
15231.079, 87.962, 94.740
15231.445, 87.965, 94.719
15231.812, 87.967, 94.689
15232.178, 87.967, 94.650
15232.544, 87.965, 94.615
15232.910, 87.960, 94.596
15233.276, 87.957, 94.596
15233.643, 87.956, 94.605
15234.009, 87.957, 94.607
15234.375, 87.959, 94.598
15234.741, 87.960, 94.582
15235.107, 87.961, 94.570
15235.474, 87.963, 94.564
15235.840, 87.969, 94.553
15236.206, 87.977, 94.516
15236.572, 87.985, 94.446
15236.938, 87.988, 94.350
15237.305, 87.986, 94.254
15237.671, 87.980, 94.184
15238.037, 87.973, 94.150
15238.403, 87.969, 94.141
15238.770, 87.969, 94.138
15239.136, 87.972, 94.126
15239.502, 87.975, 94.104
15239.868, 87.978, 94.081
15240.234, 87.981, 94.064
15240.601, 87.985, 94.051
15240.967, 87.991, 94.029
15241.333, 87.997, 93.990
15241.699, 88.001, 93.936
15242.065, 88.000, 93.883
15242.432, 87.997, 93.848
15242.798, 87.994, 93.839
15243.164, 87.993, 93.847
15243.530, 87.995, 93.852
15243.896, 87.998, 93.843
15244.263, 88.000, 93.821
15244.629, 87.999, 93.801
15244.995, 87.998, 93.796
15245.361, 87.999, 93.801
15245.728, 88.003, 93.803
15246.094, 88.009, 93.785
15246.460, 88.013, 93.747
15246.826, 88.014, 93.703
15247.192, 88.014, 93.671
15247.559, 88.015, 93.655
15247.925, 88.019, 93.639
15248.291, 88.025, 93.604
15248.657, 88.030, 93.543
15249.023, 88.031, 93.469
15249.390, 88.027, 93.411
15249.756, 88.022, 93.385
15250.122, 88.020, 93.388
15250.488, 88.021, 93.398
15250.854, 88.027, 93.394
15251.221, 88.032, 93.368
15251.587, 88.036, 93.331
15251.953, 88.038, 93.292
15252.319, 88.039, 93.256
15252.686, 88.040, 93.220
15253.052, 88.039, 93.184
15253.418, 88.036, 93.157
15253.784, 88.032, 93.152
15254.150, 88.031, 93.170
15254.517, 88.035, 93.195
15254.883, 88.043, 93.198
15255.249, 88.053, 93.162
15255.615, 88.059, 93.092
15255.981, 88.060, 93.015
15256.348, 88.057, 92.957
15256.714, 88.054, 92.927
15257.080, 88.054, 92.913
15257.446, 88.056, 92.893
15257.812, 88.059, 92.859
15258.179, 88.061, 92.818
15258.545, 88.062, 92.785
15258.911, 88.063, 92.762
15259.277, 88.066, 92.742
15259.644, 88.071, 92.708
15260.010, 88.075, 92.657
15260.376, 88.075, 92.600
15260.742, 88.072, 92.559
15261.108, 88.067, 92.551
15261.475, 88.065, 92.572
15261.841, 88.068, 92.605
15262.207, 88.075, 92.624
15262.573, 88.084, 92.616
15262.939, 88.092, 92.583
15263.306, 88.097, 92.536
15263.672, 88.099, 92.490
15264.038, 88.098, 92.454
15264.404, 88.098, 92.428
15264.771, 88.098, 92.410
15265.137, 88.098, 92.392
15265.503, 88.099, 92.372
15265.869, 88.101, 92.348
15266.235, 88.102, 92.319
15266.602, 88.103, 92.284
15266.968, 88.104, 92.242
15267.334, 88.103, 92.194
15267.700, 88.100, 92.147
15268.066, 88.096, 92.110
15268.433, 88.092, 92.088
15268.799, 88.089, 92.082
15269.165, 88.089, 92.081
15269.531, 88.092, 92.070
15269.897, 88.097, 92.037
15270.264, 88.099, 91.987
15270.630, 88.098, 91.934
15270.996, 88.095, 91.896
15271.362, 88.092, 91.884
15271.729, 88.092, 91.892
15272.095, 88.095, 91.904
15272.461, 88.102, 91.902
15272.827, 88.111, 91.875
15273.193, 88.118, 91.828
15273.560, 88.122, 91.772
15273.926, 88.123, 91.722
15274.292, 88.123, 91.687
15274.658, 88.124, 91.666
15275.024, 88.126, 91.652
15275.391, 88.130, 91.632
15275.757, 88.135, 91.599
15276.123, 88.138, 91.553
15276.489, 88.138, 91.504
15276.855, 88.136, 91.467
15277.222, 88.133, 91.452
15277.588, 88.132, 91.454
15277.954, 88.134, 91.459
15278.320, 88.139, 91.451
15278.687, 88.144, 91.423
15279.053, 88.146, 91.383
15279.419, 88.146, 91.345
15279.785, 88.145, 91.322
15280.151, 88.145, 91.313
15280.518, 88.148, 91.305
15280.884, 88.153, 91.285
15281.250, 88.158, 91.247
15281.616, 88.160, 91.201
15281.982, 88.161, 91.158
15282.349, 88.161, 91.128
15282.715, 88.163, 91.103
15283.081, 88.167, 91.072
15283.447, 88.171, 91.024
15283.813, 88.173, 90.960
15284.180, 88.171, 90.898
15284.546, 88.166, 90.854
15284.912, 88.162, 90.839
15285.278, 88.160, 90.845
