* Measurement data measured by REW V5.19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS  With no timing reference
* Dated: Dec 21, 2020 11:50:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: FD5 (R) narrow; triple L
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
6691.406, 91.298, -170.803
6691.772, 91.300, -170.786
6692.139, 91.303, -170.782
6692.505, 91.303, -170.788
6692.871, 91.302, -170.792
6693.237, 91.299, -170.784
6693.604, 91.297, -170.761
6693.970, 91.297, -170.733
6694.336, 91.299, -170.712
6694.702, 91.302, -170.707
6695.068, 91.303, -170.713
6695.435, 91.301, -170.720
6695.801, 91.299, -170.716
6696.167, 91.297, -170.700
6696.533, 91.296, -170.680
6696.899, 91.296, -170.664
6697.266, 91.296, -170.657
6697.632, 91.295, -170.654
6697.998, 91.293, -170.650
6698.364, 91.291, -170.639
6698.730, 91.288, -170.623
6699.097, 91.286, -170.605
6699.463, 91.284, -170.587
6699.829, 91.282, -170.568
6700.195, 91.280, -170.547
6700.562, 91.279, -170.523
6700.928, 91.278, -170.498
6701.294, 91.278, -170.475
6701.660, 91.278, -170.456
6702.026, 91.279, -170.443
6702.393, 91.280, -170.438
6702.759, 91.280, -170.440
6703.125, 91.279, -170.446
6703.491, 91.276, -170.449
6703.857, 91.273, -170.443
6704.224, 91.270, -170.426
6704.590, 91.268, -170.404
6704.956, 91.268, -170.387
6705.322, 91.268, -170.379
6705.688, 91.268, -170.378
6706.055, 91.265, -170.373
6706.421, 91.263, -170.356
6706.787, 91.262, -170.329
6707.153, 91.264, -170.307
6707.520, 91.267, -170.302
6707.886, 91.269, -170.315
6708.252, 91.267, -170.332
6708.618, 91.262, -170.333
6708.984, 91.257, -170.307
6709.351, 91.256, -170.263
6709.717, 91.260, -170.226
6710.083, 91.266, -170.220
6710.449, 91.269, -170.245
6710.815, 91.268, -170.284
6711.182, 91.261, -170.307
6711.548, 91.253, -170.296
6711.914, 91.247, -170.254
6712.280, 91.246, -170.204
6712.646, 91.248, -170.170
6713.013, 91.251, -170.162
6713.379, 91.250, -170.169
6713.745, 91.247, -170.170
6714.111, 91.242, -170.151
6714.478, 91.239, -170.110
6714.844, 91.239, -170.065
6715.210, 91.242, -170.031
6715.576, 91.247, -170.019
6715.942, 91.250, -170.023
6716.309, 91.250, -170.034
6716.675, 91.249, -170.041
6717.041, 91.247, -170.041
6717.407, 91.245, -170.034
6717.773, 91.243, -170.023
6718.140, 91.242, -170.011
6718.506, 91.241, -169.999
6718.872, 91.241, -169.988
6719.238, 91.241, -169.982
6719.604, 91.239, -169.978
6719.971, 91.237, -169.972
6720.337, 91.235, -169.958
6720.703, 91.233, -169.935
6721.069, 91.233, -169.910
6721.436, 91.234, -169.892
6721.802, 91.236, -169.887
6722.168, 91.236, -169.890
6722.534, 91.233, -169.891
6722.900, 91.230, -169.877
6723.267, 91.227, -169.849
6723.633, 91.227, -169.816
6723.999, 91.230, -169.793
6724.365, 91.232, -169.786
6724.731, 91.234, -169.794
6725.098, 91.232, -169.805
6725.464, 91.229, -169.808
6725.830, 91.225, -169.799
6726.196, 91.221, -169.778
6726.562, 91.219, -169.751
6726.929, 91.218, -169.723
6727.295, 91.218, -169.697
6727.661, 91.219, -169.679
6728.027, 91.220, -169.670
6728.394, 91.220, -169.671
6728.760, 91.219, -169.672
6729.126, 91.216, -169.665
6729.492, 91.213, -169.646
6729.858, 91.213, -169.620
6730.225, 91.214, -169.601
6730.591, 91.217, -169.598
6730.957, 91.217, -169.611
6731.323, 91.215, -169.626
6731.689, 91.211, -169.627
6732.056, 91.206, -169.606
6732.422, 91.205, -169.573
6732.788, 91.206, -169.543
6733.154, 91.210, -169.533
6733.521, 91.211, -169.541
6733.887, 91.210, -169.557
6734.253, 91.206, -169.561
6734.619, 91.201, -169.545
6734.985, 91.198, -169.510
6735.352, 91.198, -169.470
6735.718, 91.200, -169.437
6736.084, 91.203, -169.417
6736.450, 91.205, -169.412
6736.816, 91.207, -169.415
6737.183, 91.206, -169.420
6737.549, 91.204, -169.421
6737.915, 91.201, -169.415
6738.281, 91.198, -169.398
6738.647, 91.197, -169.373
6739.014, 91.197, -169.347
6739.380, 91.198, -169.330
6739.746, 91.199, -169.323
6740.112, 91.199, -169.324
6740.479, 91.197, -169.324
6740.845, 91.195, -169.314
6741.211, 91.193, -169.296
6741.577, 91.193, -169.278
6741.943, 91.193, -169.267
6742.310, 91.194, -169.265
6742.676, 91.192, -169.264
6743.042, 91.190, -169.256
6743.408, 91.188, -169.236
6743.774, 91.187, -169.211
6744.141, 91.189, -169.194
6744.507, 91.190, -169.190
6744.873, 91.191, -169.199
6745.239, 91.188, -169.208
6745.605, 91.184, -169.206
6745.972, 91.180, -169.188
6746.338, 91.177, -169.162
6746.704, 91.176, -169.134
6747.070, 91.176, -169.112
6747.437, 91.177, -169.096
6747.803, 91.177, -169.085
6748.169, 91.176, -169.076
6748.535, 91.176, -169.069
6748.901, 91.175, -169.062
6749.268, 91.174, -169.053
6749.634, 91.173, -169.041
6750.000, 91.172, -169.028
6750.366, 91.173, -169.019
6750.732, 91.173, -169.017
6751.099, 91.171, -169.019
6751.465, 91.168, -169.015
6751.831, 91.165, -168.994
6752.197, 91.163, -168.957
6752.563, 91.165, -168.918
6752.930, 91.170, -168.894
6753.296, 91.175, -168.898
6753.662, 91.177, -168.922
6754.028, 91.175, -168.945
6754.395, 91.170, -168.947
6754.761, 91.165, -168.922
6755.127, 91.163, -168.881
6755.493, 91.165, -168.847
6755.859, 91.169, -168.834
6756.226, 91.171, -168.840
6756.592, 91.170, -168.852
6756.958, 91.167, -168.854
6757.324, 91.163, -168.842
6757.690, 91.161, -168.822
6758.057, 91.159, -168.801
6758.423, 91.159, -168.783
6758.789, 91.158, -168.768
6759.155, 91.158, -168.751
6759.521, 91.158, -168.735
6759.888, 91.160, -168.723
6760.254, 91.161, -168.721
6760.620, 91.161, -168.726
6760.986, 91.160, -168.731
6761.353, 91.158, -168.729
6761.719, 91.155, -168.717
6762.085, 91.153, -168.697
6762.451, 91.152, -168.677
6762.817, 91.152, -168.658
6763.184, 91.152, -168.639
6763.550, 91.152, -168.621
6763.916, 91.153, -168.605
6764.282, 91.154, -168.595
6764.648, 91.154, -168.594
6765.015, 91.152, -168.597
6765.381, 91.148, -168.593
6765.747, 91.144, -168.576
6766.113, 91.140, -168.546
6766.479, 91.139, -168.514
6766.846, 91.139, -168.491
6767.212, 91.139, -168.482
6767.578, 91.137, -168.477
6767.944, 91.134, -168.464
6768.311, 91.131, -168.437
6768.677, 91.130, -168.400
6769.043, 91.133, -168.371
6769.409, 91.137, -168.364
6769.775, 91.140, -168.380
6770.142, 91.139, -168.407
6770.508, 91.135, -168.424
6770.874, 91.131, -168.420
6771.240, 91.127, -168.398
6771.606, 91.127, -168.372
6771.973, 91.129, -168.355
6772.339, 91.130, -168.353
6772.705, 91.131, -168.356
6773.071, 91.129, -168.354
6773.438, 91.128, -168.341
6773.804, 91.128, -168.322
6774.170, 91.129, -168.309
6774.536, 91.130, -168.308
6774.902, 91.130, -168.316
6775.269, 91.127, -168.320
6775.635, 91.122, -168.307
6776.001, 91.119, -168.273
6776.367, 91.118, -168.227
6776.733, 91.120, -168.185
6777.100, 91.126, -168.162
6777.466, 91.131, -168.164
6777.832, 91.133, -168.185
6778.198, 91.133, -168.212
6778.564, 91.129, -168.232
6778.931, 91.124, -168.236
6779.297, 91.118, -168.223
6779.663, 91.114, -168.194
6780.029, 91.111, -168.158
6780.396, 91.111, -168.120
6780.762, 91.112, -168.089
6781.128, 91.114, -168.068
6781.494, 91.115, -168.059
6781.860, 91.116, -168.055
6782.227, 91.114, -168.050
6782.593, 91.112, -168.037
6782.959, 91.110, -168.013
6783.325, 91.110, -167.982
6783.691, 91.111, -167.953
6784.058, 91.113, -167.935
6784.424, 91.116, -167.933
6784.790, 91.116, -167.943
6785.156, 91.114, -167.956
6785.522, 91.110, -167.960
6785.889, 91.106, -167.948
6786.255, 91.102, -167.921
6786.621, 91.101, -167.889
6786.987, 91.103, -167.867
6787.354, 91.105, -167.861
6787.720, 91.106, -167.871
6788.086, 91.104, -167.884
6788.452, 91.101, -167.886
6788.818, 91.097, -167.871
6789.185, 91.096, -167.846
6789.551, 91.097, -167.825
6789.917, 91.100, -167.820
6790.283, 91.101, -167.833
6790.649, 91.099, -167.848
6791.016, 91.094, -167.848
6791.382, 91.089, -167.824
6791.748, 91.087, -167.781
6792.114, 91.089, -167.738
6792.480, 91.092, -167.714
6792.847, 91.095, -167.712
6793.213, 91.096, -167.720
6793.579, 91.093, -167.720
6793.945, 91.090, -167.702
6794.312, 91.088, -167.672
6794.678, 91.088, -167.642
6795.044, 91.090, -167.627
6795.410, 91.091, -167.625
6795.776, 91.089, -167.627
6796.143, 91.086, -167.623
6796.509, 91.083, -167.606
6796.875, 91.082, -167.583
6797.241, 91.081, -167.562
6797.607, 91.082, -167.550
6797.974, 91.082, -167.544
6798.340, 91.080, -167.538
6798.706, 91.079, -167.528
6799.072, 91.077, -167.513
6799.438, 91.077, -167.496
6799.805, 91.077, -167.481
6800.171, 91.078, -167.470
6800.537, 91.078, -167.461
6800.903, 91.078, -167.450
6801.270, 91.078, -167.437
6801.636, 91.078, -167.423
6802.002, 91.080, -167.412
6802.368, 91.081, -167.409
6802.734, 91.082, -167.412
6803.101, 91.081, -167.419
6803.467, 91.078, -167.422
6803.833, 91.075, -167.418
6804.199, 91.072, -167.403
6804.565, 91.070, -167.384
6804.932, 91.069, -167.367
6805.298, 91.068, -167.354
6805.664, 91.066, -167.343
6806.030, 91.064, -167.327
6806.396, 91.062, -167.304
6806.763, 91.062, -167.277
6807.129, 91.064, -167.256
6807.495, 91.066, -167.250
6807.861, 91.067, -167.256
6808.228, 91.066, -167.264
6808.594, 91.062, -167.259
6808.960, 91.060, -167.234
6809.326, 91.060, -167.199
6809.692, 91.063, -167.171
6810.059, 91.068, -167.165
6810.425, 91.071, -167.182
6810.791, 91.071, -167.209
6811.157, 91.067, -167.227
6811.523, 91.061, -167.223
6811.890, 91.056, -167.197
6812.256, 91.053, -167.158
6812.622, 91.053, -167.118
6812.988, 91.054, -167.088
6813.354, 91.056, -167.069
6813.721, 91.057, -167.058
6814.087, 91.058, -167.052
6814.453, 91.057, -167.048
6814.819, 91.056, -167.043
6815.186, 91.055, -167.035
6815.552, 91.053, -167.025
6815.918, 91.052, -167.014
6816.284, 91.050, -167.003
6816.650, 91.049, -166.990
6817.017, 91.047, -166.976
6817.383, 91.046, -166.957
6817.749, 91.046, -166.935
6818.115, 91.048, -166.916
6818.481, 91.050, -166.907
6818.848, 91.053, -166.912
6819.214, 91.054, -166.928
6819.580, 91.052, -166.947
6819.946, 91.048, -166.955
6820.312, 91.044, -166.946
6820.679, 91.040, -166.921
6821.045, 91.039, -166.890
6821.411, 91.040, -166.867
6821.777, 91.042, -166.857
6822.144, 91.042, -166.856
6822.510, 91.040, -166.851
6822.876, 91.037, -166.834
6823.242, 91.035, -166.802
6823.608, 91.035, -166.768
6823.975, 91.038, -166.742
6824.341, 91.040, -166.733
6824.707, 91.041, -166.736
6825.073, 91.040, -166.738
6825.439, 91.038, -166.731
6825.806, 91.035, -166.711
6826.172, 91.034, -166.685
6826.538, 91.035, -166.660
6826.904, 91.036, -166.643
6827.271, 91.037, -166.632
6827.637, 91.038, -166.623
6828.003, 91.038, -166.615
6828.369, 91.038, -166.608
6828.735, 91.037, -166.602
6829.102, 91.036, -166.596
6829.468, 91.035, -166.589
6829.834, 91.033, -166.578
6830.200, 91.031, -166.563
6830.566, 91.030, -166.546
6830.933, 91.029, -166.527
6831.299, 91.028, -166.508
6831.665, 91.027, -166.488
6832.031, 91.027, -166.468
6832.397, 91.028, -166.448
6832.764, 91.029, -166.431
6833.130, 91.030, -166.420
6833.496, 91.032, -166.416
6833.862, 91.033, -166.420
6834.229, 91.033, -166.430
6834.595, 91.032, -166.442
6834.961, 91.029, -166.451
6835.327, 91.024, -166.450
6835.693, 91.020, -166.437
6836.060, 91.017, -166.413
6836.426, 91.015, -166.384
6836.792, 91.015, -166.357
6837.158, 91.015, -166.334
6837.524, 91.015, -166.314
6837.891, 91.016, -166.294
6838.257, 91.018, -166.275
6838.623, 91.021, -166.262
6838.989, 91.024, -166.261
6839.355, 91.025, -166.274
6839.722, 91.024, -166.293
6840.088, 91.021, -166.304
6840.454, 91.015, -166.296
6840.820, 91.011, -166.265
6841.187, 91.009, -166.222
6841.553, 91.011, -166.182
6841.919, 91.014, -166.159
6842.285, 91.018, -166.157
6842.651, 91.019, -166.169
6843.018, 91.017, -166.182
6843.384, 91.013, -166.183
6843.750, 91.009, -166.171
6844.116, 91.006, -166.148
6844.482, 91.005, -166.122
6844.849, 91.004, -166.099
6845.215, 91.003, -166.078
6845.581, 91.003, -166.057
6845.947, 91.003, -166.037
6846.313, 91.004, -166.019
6846.680, 91.005, -166.006
6847.046, 91.006, -166.001
6847.412, 91.006, -165.999
6847.778, 91.005, -165.996
6848.145, 91.004, -165.987
6848.511, 91.004, -165.976
6848.877, 91.004, -165.967
6849.243, 91.004, -165.966
6849.609, 91.004, -165.970
6849.976, 91.002, -165.973
6850.342, 90.999, -165.968
6850.708, 90.997, -165.953
6851.074, 90.996, -165.934
6851.440, 90.996, -165.919
6851.807, 90.996, -165.909
6852.173, 90.995, -165.901
6852.539, 90.994, -165.891
6852.905, 90.993, -165.877
6853.271, 90.993, -165.862
6853.638, 90.994, -165.852
6854.004, 90.994, -165.848
6854.370, 90.992, -165.844
6854.736, 90.990, -165.829
6855.103, 90.989, -165.803
6855.469, 90.990, -165.772
6855.835, 90.993, -165.752
6856.201, 90.996, -165.754
6856.567, 90.997, -165.775
6856.934, 90.993, -165.794
6857.300, 90.986, -165.787
6857.666, 90.980, -165.744
6858.032, 90.978, -165.678
6858.398, 90.983, -165.619
6858.765, 90.991, -165.596
6859.131, 90.997, -165.614
6859.497, 90.998, -165.656
6859.863, 90.993, -165.687
6860.229, 90.985, -165.684
6860.596, 90.979, -165.645
6860.962, 90.977, -165.592
6861.328, 90.979, -165.551
6861.694, 90.983, -165.536
6862.061, 90.985, -165.541
6862.427, 90.984, -165.550
6862.793, 90.982, -165.549
6863.159, 90.980, -165.538
6863.525, 90.979, -165.525
6863.892, 90.978, -165.519
6864.258, 90.977, -165.518
6864.624, 90.974, -165.513
6864.990, 90.971, -165.496
6865.356, 90.970, -165.471
6865.723, 90.970, -165.446
6866.089, 90.972, -165.432
6866.455, 90.973, -165.429
6866.821, 90.973, -165.431
6867.188, 90.972, -165.426
6867.554, 90.971, -165.412
6867.920, 90.971, -165.394
6868.286, 90.973, -165.382
6868.652, 90.974, -165.382
6869.019, 90.974, -165.389
6869.385, 90.973, -165.395
6869.751, 90.970, -165.393
6870.117, 90.968, -165.382
6870.483, 90.966, -165.366
6870.850, 90.964, -165.349
6871.216, 90.963, -165.334
6871.582, 90.962, -165.317
6871.948, 90.960, -165.297
6872.314, 90.959, -165.273
6872.681, 90.959, -165.250
6873.047, 90.960, -165.230
6873.413, 90.961, -165.216
6873.779, 90.962, -165.209
6874.146, 90.962, -165.205
6874.512, 90.962, -165.202
6874.878, 90.961, -165.199
6875.244, 90.960, -165.195
6875.610, 90.959, -165.191
6875.977, 90.957, -165.185
6876.343, 90.955, -165.175
6876.709, 90.952, -165.161
6877.075, 90.950, -165.140
6877.441, 90.949, -165.116
6877.808, 90.949, -165.090
6878.174, 90.950, -165.067
6878.540, 90.951, -165.052
6878.906, 90.952, -165.043
6879.272, 90.952, -165.039
6879.639, 90.950, -165.032
6880.005, 90.948, -165.017
6880.371, 90.947, -164.993
6880.737, 90.947, -164.966
6881.104, 90.948, -164.944
6881.470, 90.950, -164.933
6881.836, 90.950, -164.931
6882.202, 90.949, -164.930
6882.568, 90.947, -164.922
6882.935, 90.945, -164.905
6883.301, 90.945, -164.885
6883.667, 90.946, -164.872
6884.033, 90.946, -164.872
6884.399, 90.945, -164.878
6884.766, 90.942, -164.881
6885.132, 90.938, -164.869
6885.498, 90.935, -164.843
6885.864, 90.934, -164.814
6886.230, 90.936, -164.794
6886.597, 90.938, -164.790
6886.963, 90.938, -164.794
6887.329, 90.937, -164.795
6887.695, 90.935, -164.784
6888.062, 90.934, -164.763
6888.428, 90.935, -164.744
6888.794, 90.937, -164.734
6889.160, 90.939, -164.732
6889.526, 90.939, -164.732
6889.893, 90.938, -164.723
6890.259, 90.938, -164.706
6890.625, 90.939, -164.689
6890.991, 90.941, -164.679
6891.357, 90.942, -164.678
6891.724, 90.941, -164.679
6892.090, 90.939, -164.672
6892.456, 90.937, -164.654
6892.822, 90.936, -164.631
6893.188, 90.937, -164.612
6893.555, 90.937, -164.601
6893.921, 90.937, -164.595
6894.287, 90.935, -164.587
6894.653, 90.932, -164.571
6895.020, 90.931, -164.551
6895.386, 90.930, -164.532
6895.752, 90.930, -164.519
6896.118, 90.928, -164.510
6896.484, 90.926, -164.499
6896.851, 90.924, -164.483
6897.217, 90.923, -164.462
6897.583, 90.923, -164.443
6897.949, 90.923, -164.430
6898.315, 90.923, -164.424
6898.682, 90.922, -164.420
6899.048, 90.921, -164.413
6899.414, 90.920, -164.403
6899.780, 90.919, -164.390
6900.146, 90.919, -164.378
6900.513, 90.919, -164.369
6900.879, 90.920, -164.366
6901.245, 90.920, -164.368
6901.611, 90.919, -164.376
6901.978, 90.917, -164.384
6902.344, 90.913, -164.386
6902.710, 90.908, -164.374
6903.076, 90.904, -164.344
6903.442, 90.902, -164.300
6903.809, 90.903, -164.257
6904.175, 90.907, -164.229
6904.541, 90.912, -164.222
6904.907, 90.915, -164.232
6905.273, 90.915, -164.247
6905.640, 90.913, -164.255
6906.006, 90.910, -164.248
6906.372, 90.907, -164.228
6906.738, 90.907, -164.203
6907.104, 90.907, -164.180
6907.471, 90.909, -164.163
6907.837, 90.910, -164.153
6908.203, 90.911, -164.146
6908.569, 90.911, -164.140
6908.936, 90.911, -164.132
6909.302, 90.911, -164.119
6909.668, 90.910, -164.104
6910.034, 90.911, -164.086
6910.400, 90.911, -164.070
6910.767, 90.912, -164.058
6911.133, 90.913, -164.050
6911.499, 90.913, -164.046
6911.865, 90.913, -164.040
6912.231, 90.911, -164.031
6912.598, 90.910, -164.018
6912.964, 90.909, -164.003
6913.330, 90.908, -163.989
6913.696, 90.906, -163.978
6914.062, 90.904, -163.965
6914.429, 90.902, -163.946
6914.795, 90.900, -163.920
6915.161, 90.899, -163.890
6915.527, 90.900, -163.863
6915.894, 90.901, -163.847
6916.260, 90.902, -163.844
6916.626, 90.902, -163.845
6916.992, 90.900, -163.842
6917.358, 90.897, -163.830
6917.725, 90.895, -163.809
6918.091, 90.895, -163.790
6918.457, 90.896, -163.778
6918.823, 90.896, -163.776
6919.189, 90.894, -163.776
6919.556, 90.892, -163.770
6919.922, 90.889, -163.754
6920.288, 90.887, -163.731
6920.654, 90.887, -163.707
6921.021, 90.888, -163.688
6921.387, 90.889, -163.674
6921.753, 90.889, -163.664
6922.119, 90.890, -163.658
6922.485, 90.890, -163.653
6922.852, 90.890, -163.651
6923.218, 90.889, -163.648
6923.584, 90.888, -163.642
6923.950, 90.887, -163.631
6924.316, 90.886, -163.618
6924.683, 90.887, -163.610
6925.049, 90.887, -163.608
6925.415, 90.886, -163.611
6925.781, 90.883, -163.609
6926.147, 90.880, -163.597
6926.514, 90.878, -163.576
6926.880, 90.877, -163.551
6927.246, 90.878, -163.533
6927.612, 90.879, -163.522
6927.979, 90.879, -163.516
6928.345, 90.878, -163.508
6928.711, 90.877, -163.495
6929.077, 90.877, -163.479
6929.443, 90.877, -163.466
6929.810, 90.877, -163.458
6930.176, 90.876, -163.449
6930.542, 90.874, -163.432
6930.908, 90.872, -163.403
6931.274, 90.873, -163.369
6931.641, 90.876, -163.341
6932.007, 90.881, -163.331
6932.373, 90.884, -163.340
6932.739, 90.885, -163.360
6933.105, 90.882, -163.375
6933.472, 90.877, -163.374
6933.838, 90.873, -163.350
6934.204, 90.872, -163.314
6934.570, 90.873, -163.280
6934.937, 90.876, -163.259
6935.303, 90.880, -163.259
6935.669, 90.881, -163.273
6936.035, 90.880, -163.289
6936.401, 90.876, -163.294
6936.768, 90.872, -163.285
6937.134, 90.869, -163.262
6937.500, 90.868, -163.236
6937.866, 90.868, -163.214
6938.232, 90.868, -163.197
6938.599, 90.868, -163.181
6938.965, 90.867, -163.164
6939.331, 90.867, -163.145
6939.697, 90.868, -163.128
6940.063, 90.869, -163.117
6940.430, 90.870, -163.114
6940.796, 90.869, -163.113
6941.162, 90.866, -163.107
6941.528, 90.864, -163.091
6941.895, 90.862, -163.066
6942.261, 90.861, -163.038
6942.627, 90.862, -163.015
6942.993, 90.863, -163.001
6943.359, 90.864, -162.995
6943.726, 90.864, -162.993
6944.092, 90.863, -162.989
6944.458, 90.861, -162.980
6944.824, 90.859, -162.964
6945.190, 90.859, -162.946
6945.557, 90.860, -162.931
6945.923, 90.861, -162.923
6946.289, 90.862, -162.922
6946.655, 90.861, -162.923
6947.021, 90.860, -162.919
6947.388, 90.860, -162.908
6947.754, 90.860, -162.895
6948.120, 90.861, -162.886
6948.486, 90.862, -162.886
6948.853, 90.862, -162.890
6949.219, 90.860, -162.891
6949.585, 90.858, -162.881
6949.951, 90.856, -162.860
6950.317, 90.856, -162.837
6950.684, 90.857, -162.823
6951.050, 90.858, -162.821
6951.416, 90.857, -162.824
6951.782, 90.854, -162.819
6952.148, 90.850, -162.797
6952.515, 90.847, -162.758
6952.881, 90.847, -162.714
6953.247, 90.849, -162.679
6953.613, 90.853, -162.660
6953.979, 90.855, -162.657
6954.346, 90.856, -162.662
6954.712, 90.855, -162.665
6955.078, 90.852, -162.659
6955.444, 90.850, -162.644
6955.811, 90.848, -162.621
6956.177, 90.848, -162.595
6956.543, 90.850, -162.576
6956.909, 90.852, -162.567
6957.275, 90.854, -162.570
6957.642, 90.853, -162.580
6958.008, 90.851, -162.587
6958.374, 90.848, -162.583
6958.740, 90.845, -162.566
6959.106, 90.844, -162.544
6959.473, 90.844, -162.523
6959.839, 90.844, -162.509
6960.205, 90.844, -162.499
6960.571, 90.843, -162.488
6960.938, 90.842, -162.474
6961.304, 90.841, -162.455
6961.670, 90.841, -162.436
6962.036, 90.841, -162.418
6962.402, 90.841, -162.401
6962.769, 90.841, -162.383
6963.135, 90.842, -162.365
6963.501, 90.843, -162.348
6963.867, 90.844, -162.337
6964.233, 90.846, -162.335
6964.600, 90.847, -162.339
6964.966, 90.846, -162.345
6965.332, 90.844, -162.348
6965.698, 90.842, -162.347
6966.064, 90.840, -162.342
